date,rank,songs,artist
1992,41,"""The Best Things in Life Are Free""",Luther Vandross and Janet Jackson
1992,42,"""Make It Happen""",Mariah Carey
1992,43,"""The One""",Elton John
1992,44,"""Set Adrift on Memory Bliss""",P.M. Dawn
1992,45,"""Stay""",Shakespears Sister
1992,46,"""2 Legit 2 Quit""",Hammer
1992,47,"""Please Don't Go""",KWS
1992,48,"""Breakin' My Heart (Pretty Brown Eyes)""",Mint Condition
1992,49,"""Wishing on a Star""",The Cover Girls
1992,50,"""She's Playing Hard to Get""",Hi-Five
1992,51,"""I'd Die Without You""",P.M. Dawn
1992,52,"""Good for Me""",Amy Grant
1992,53,"""All I Want""",Toad the Wet Sprocket
1992,54,"""When a Man Loves a Woman""",Michael Bolton
1992,55,"""I Can't Dance""",Genesis
1992,56,"""Hazard""",Richard Marx
1992,57,"""Mysterious Ways""",U2
1992,58,"""Too Funky""",George Michael
1992,59,"""How Do You Talk to an Angel""",The Heights
1992,60,"""One""",U2
1992,61,"""Keep on Walkin'""",CeCe Peniston
1992,62,"""Hold on My Heart""",Genesis
1992,63,"""The Way I Feel About You""",Karyn White
1992,64,"""Beauty and the Beast""",Celine Dion and Peabo Bryson
1992,65,"""Warm It Up""",Kris Kross
1992,66,"""In the Closet""",Michael Jackson
1992,67,"""People Everyday""",Arrested Development
1992,68,"""No Son of Mine""",Genesis
1992,69,"""Wildside""",Marky Mark and the Funky Bunch
1992,70,"""Do I Have to Say the Words?""",Bryan Adams
1992,71,"""Friday I'm in Love""",The Cure
1992,72,"""Everything About You""",Ugly Kid Joe
1992,73,"""Blowing Kisses in the Wind""",Paula Abdul
1992,74,"""Thought I'd Died and Gone to Heaven""",Bryan Adams
1992,75,"""Rhythm Is a Dancer""",Snap!
1992,76,"""Addams Groove""",Hammer
1992,77,"""Missing You Now""",Michael Bolton
1992,78,"""Back to the Hotel""",N2Deep
1992,79,"""Everything Changes""",Kathy Troccoli
1992,80,"""Have You Ever Needed Someone So Bad""",Def Leppard
1992,81,"""Take This Heart""",Richard Marx
1992,82,"""When I Look Into Your Eyes""",FireHouse
1992,83,"""I Wanna Love You""",Jade
1992,84,"""Uhh Ahh""",Boyz II Men
1992,85,"""Real Love""",Mary J. Blige
1992,86,"""Justified and Ancient""",The KLF
1992,87,"""Slow Motion""",Color Me Badd
1992,88,"""What About Your Friends""",TLC
1992,89,"""Thinkin' Back""",Color Me Badd
1992,90,"""Would I Lie to You?""",Charles & Eddie
1992,91,"""That's What Love Is For""",Amy Grant
1992,92,"""Keep Coming Back""",Richard Marx
1992,93,"""Free Your Mind""",En Vogue
1992,94,"""Keep It Comin'""",Keith Sweat
1992,95,"""Just Take My Heart""",Mr. Big
1992,96,"""I Will Remember You""",Amy Grant
1992,97,"""We Got a Love Thang""",CeCe Peniston
1992,98,"""Let's Get Rocked""",Def Leppard
1992,99,"""They Want EFX""",Das EFX
1992,100,"""I Can't Make You Love Me""",Bonnie Raitt
1993,1,"""I Will Always Love You""",Whitney Houston
1993,2,"""Whoomp! (There It Is)""",Tag Team
1993,3,"""Can't Help Falling in Love""",UB40
1993,4,"""That's the Way Love Goes""",Janet Jackson
1993,5,"""Freak Me""",Silk
1993,6,"""Weak""",SWV
1993,7,"""If I Ever Fall in Love""",Shai
1993,8,"""Dreamlover""",Mariah Carey
1993,9,"""Rump Shaker""",Wreckx-n-Effect
1993,10,"""Informer""",Snow
1993,11,"""Nuthin' but a 'G' Thang""",Dr. Dre
1993,12,"""In the Still of the Nite""",Boyz II Men
1993,13,"""Don't Walk Away""",Jade
1993,14,"""Knockin' da Boots""",H-Town
1993,15,"""Lately""",Jodeci
1993,16,"""Dazzey Duks""",Duice
1993,17,"""Show Me Love""",Robin S.
1993,18,"""A Whole New World""",Peabo Bryson and Regina Belle
1993,19,"""If""",Janet Jackson
1993,20,"""I'm So Into You""",SWV
1993,21,"""Love Is""",Vanessa Williams and Brian McKnight
1993,22,"""Runaway Train""",Soul Asylum
1993,23,"""I'll Never Get Over You (Getting Over Me)""",Exposé
1993,24,"""Ditty""",Paperboy
1993,25,"""Rhythm Is a Dancer""",Snap!
1993,26,"""The River of Dreams""",Billy Joel
1993,27,"""I'm Gonna Be (500 Miles)""",The Proclaimers
1993,28,"""Two Princes""",Spin Doctors
1993,29,"""Right Here""",SWV
1993,30,"""I Have Nothing""",Whitney Houston
1993,31,"""Mr. Wendal""",Arrested Development
1993,32,"""Have I Told You Lately""",Rod Stewart
1993,33,"""Saving Forever for You""",Shanice
1993,34,"""Ordinary World""",Duran Duran
1993,35,"""If I Had No Loot""",Tony! Toni! Toné!
1993,36,"""I'd Do Anything for Love (But I Won't Do That)""",Meat Loaf
1993,37,"""Slam""",Onyx
1993,38,"""Looking Through Patient Eyes""",P.M. Dawn
1993,39,"""I'm Every Woman""",Whitney Houston
1993,40,"""Baby I'm Yours""",Shai
1993,41,"""Come Undone""",Duran Duran
1993,42,"""I Don't Wanna Fight""",Tina Turner
1993,43,"""I'd Die Without You""",P.M. Dawn
1993,44,"""Whoot, There It Is""",95 South
1993,45,"""Hip Hop Hooray""",Naughty by Nature
1993,46,"""Another Sad Love Song""",Toni Braxton
1993,47,"""Will You Be There""",Michael Jackson
1993,48,"""Comforter""",Shai
1993,49,"""Good Enough""",Bobby Brown
1993,50,"""What's Up?""",4 Non Blondes
1993,51,"""All That She Wants""",Ace of Base
1993,52,"""7""",Prince and The New Power Generation
1993,53,"""Dre Day""",Dr. Dre featuring Snoop Doggy Dogg
1993,54,"""One Last Cry""",Brian McKnight
1993,55,"""Just Kickin' It""",Xscape
1993,56,"""I Get Around""",2Pac
1993,57,"""Bed of Roses""",Bon Jovi
1993,58,"""Real Love""",Mary J. Blige
1993,59,"""Here We Go Again!""",Portrait
1993,60,"""Cryin'""",Aerosmith
1993,61,"""Cat's in the Cradle""",Ugly Kid Joe
1993,62,"""What About Your Friends""",TLC
1993,63,"""I Got a Man""",Positive K
1993,64,"""Hey Mr. D.J.""",Zhané
1993,65,"""Insane in the Brain""",Cypress Hill
1993,66,"""Deeper and Deeper""",Madonna
1993,67,"""Rain""",Madonna
1993,68,"""The Right Kind of Love""",Jeremy Jordan
1993,69,"""Bad Boys"" (theme from Cops)",Inner Circle
1993,70,"""That's What Love Can Do""",Boy Krazy
1993,71,"""Do You Believe in Us""",Jon Secada
1993,72,"""Angel""",Jon Secada
1993,73,"""Forever in Love""",Kenny G
1993,74,"""Again""",Janet Jackson
1993,75,"""Boom! Shake the Room""",DJ Jazzy Jeff & The Fresh Prince
1993,76,"""When She Cries""",Restless Heart
1993,77,"""Sweat (A La La La La Long)""",Inner Circle
1993,78,"""It Was a Good Day""",Ice Cube
1993,79,"""More and More""",Captain Hollywood Project
1993,80,"""How Do You Talk to an Angel""",The Heights
1993,81,"""Rebirth of Slick (Cool Like Dat)""",Digable Planets
1993,82,"""What Is Love""",Haddaway
1993,83,"""To Love Somebody""",Michael Bolton
1993,84,"""Give It Up, Turn It Loose""",En Vogue
1993,85,"""Alright""",Kris Kross
1993,86,"""Check Yo Self""",Ice Cube featuring Das EFX
1993,87,"""Fields of Gold""",Sting
1993,88,"""Ooh Child""",Dino
1993,89,"""Faithful""",Go West
1993,90,"""Reason to Believe""",Rod Stewart
1993,91,"""Break It Down Again""",Tears for Fears
1993,92,"""Nothin' My Love Can't Fix""",Joey Lawrence
1993,93,"""Three Little Pigs""",Green Jellÿ
1993,94,"""Livin' on the Edge""",Aerosmith
1993,95,"""Hey Jealousy""",Gin Blossoms
1993,96,"""If I Ever Lose My Faith in You""",Sting
1993,97,"""Anniversary""",Tony! Toni! Toné!
1993,98,"""One Woman""",Jade
1993,99,"""Can't Get Enough of Your Love""",Taylor Dayne
1993,100,"""Two Steps Behind""",Def Leppard
1994,1,"""The Sign""",Ace of Base
1994,2,"""I Swear""",All-4-One
1994,3,"""I'll Make Love to You""",Boyz II Men
1994,4,"""The Power of Love""",Céline Dion
1994,5,"""Hero""",Mariah Carey
1994,6,"""Stay (I Missed You)""",Lisa Loeb and Nine Stories
1994,7,"""Breathe Again""",Toni Braxton
1994,8,"""All for Love""","Bryan Adams, Rod Stewart and Sting"
1994,9,"""All That She Wants""",Ace of Base
1994,10,"""Don't Turn Around""",Ace of Base
1994,11,"""Bump n' Grind""",R. Kelly
1994,12,"""Again""",Janet Jackson
1994,13,"""I'll Remember""",Madonna
1994,14,"""Whatta Man""",Salt-n-Pepa and En Vogue
1994,15,"""Wild Night""",John Mellencamp featuring Meshell Ndegeocello
1994,16,"""Without You"" / ""Never Forget You""",Mariah Carey
1994,17,"""You Mean the World to Me""",Toni Braxton
1994,18,"""Can You Feel the Love Tonight""",Elton John
1994,19,"""The Most Beautiful Girl in the World""",Prince
1994,20,"""Fantastic Voyage""",Coolio
1994,21,"""Baby, I Love Your Way""",Big Mountain
1994,22,"""Regulate""",Warren G featuring Nate Dogg
1994,23,"""If You Go""",Jon Secada
1994,24,"""Back & Forth""",Aaliyah
1994,25,"""Now and Forever""",Richard Marx
1994,26,"""When Can I See You""",Babyface
1994,27,"""Please Forgive Me""",Bryan Adams
1994,28,"""So Much in Love""",All-4-One
1994,29,"""Shoop""",Salt-n-Pepa
1994,30,"""Any Time, Any Place""",Janet Jackson
1994,31,"""Shine""",Collective Soul
1994,32,"""Said I Loved You...But I Lied""",Michael Bolton
1994,33,"""Return to Innocence""",Enigma
1994,34,"""All I Wanna Do""",Sheryl Crow
1994,35,"""Mmm Mmm Mmm Mmm""",Crash Test Dummies
1994,36,"""Can We Talk""",Tevin Campbell
1994,37,"""Funkdafied""",Da Brat
1994,38,"""I'd Do Anything for Love (But I Won't Do That)""",Meat Loaf
1994,39,"""Gangsta Lean""",DRS
1994,40,"""Because the Night""","10,000 Maniacs"
1994,41,"""Cantaloop (Flip Fantasia)""",Us3
1994,42,"""Whoomp! (There It Is)""",Tag Team
1994,43,"""Come to My Window""",Melissa Etheridge
1994,44,"""Stroke You Up""",Changing Faces
1994,45,"""I'm Ready""",Tevin Campbell
1994,46,"""100% Pure Love""",Crystal Waters
1994,47,"""Anytime You Need a Friend""",Mariah Carey
1994,48,"""Because of Love""",Janet Jackson
1994,49,"""Linger""",The Cranberries
1994,50,"""Loser""",Beck
1994,51,"""Found Out About You""",Gin Blossoms
1994,52,"""Gin and Juice""",Snoop Doggy Dogg
1994,53,"""Never Lie""",Immature
1994,54,"""Streets of Philadelphia""",Bruce Springsteen
1994,55,"""Getto Jam""",Domino
1994,56,"""Endless Love""",Luther Vandross and Mariah Carey
1994,57,"""I Miss You""",Aaron Hall
1994,58,"""Understanding""",Xscape
1994,59,"""This D.J.""",Warren G
1994,60,"""Cry for You""",Jodeci
1994,61,"""Keep Ya Head Up""",2Pac
1994,62,"""What's My Name?""",Snoop Doggy Dogg
1994,63,"""Another Night""",Real McCoy
1994,64,"""Your Body's Callin'""",R. Kelly
1994,65,"""Tootsee Roll""",69 Boyz
1994,66,"""I Can See Clearly Now""",Jimmy Cliff
1994,67,"""Never Keeping Secrets""",Babyface
1994,68,"""Crazy""",Aerosmith
1994,69,"""Just Kickin' It""",Xscape
1994,70,"""(At Your Best) You Are Love""",Aaliyah
1994,71,"""Rock and Roll Dreams Come Through""",Meat Loaf
1994,72,"""Amazing""",Aerosmith
1994,73,"""Always""",Erasure
1994,74,"""Groove Thang""",Zhané
1994,75,"""Dreams""",Gabrielle
1994,76,"""Mr. Vain""",Culture Beat
1994,77,"""Mary Jane's Last Dance""",Tom Petty and the Heartbreakers
1994,78,"""Anything""",SWV
1994,79,"""Beautiful in My Eyes""",Joshua Kadison
1994,80,"""Stay""",Eternal
1994,81,"""Flava in Ya Ear""",Craig Mack
1994,82,"""U.N.I.T.Y.""",Queen Latifah
1994,83,"""Prayer for the Dying""",Seal
1994,84,"""Secret""",Madonna
1994,85,"""Here Comes the Hotstepper""",Ini Kamoze
1994,86,"""Everyday""",Phil Collins
1994,87,"""Don't Take the Girl""",Tim McGraw
1994,88,"""Got Me Waiting""",Heavy D & the Boyz
1994,89,"""December, 1963 (Oh, What a Night)""",The Four Seasons
1994,90,"""Indian Outlaw""",Tim McGraw
1994,91,"""Always""",Bon Jovi
1994,92,"""I'm the Only One""",Melissa Etheridge
1994,93,"""Back in the Day""",Ahmad
1994,94,"""Love Sneakin' Up On You""",Bonnie Raitt
1994,95,"""I'll Take You There""",General Public
1994,96,"""Always in My Heart""",Tevin Campbell
1994,97,"""What Is Love""",Haddaway
1994,98,"""And Our Feelings""",Babyface
1994,99,"""Bop Gun (One Nation)""",Ice Cube featuring George Clinton
1994,100,"""I Wanna Be Down""",Brandy
1995,1,"""Gangsta's Paradise""",Coolio featuring L.V.
1995,2,"""Waterfalls""",TLC
1995,3,"""Creep""",TLC
1995,4,"""Kiss from a Rose""",Seal
1995,5,"""On Bended Knee""",Boyz II Men
1995,6,"""Another Night""",Real McCoy
1995,7,"""Fantasy""",Mariah Carey
1995,8,"""Take a Bow""",Madonna
1995,9,"""Don't Take It Personal (Just One of Dem Days)""",Monica
1995,10,"""This Is How We Do It""",Montell Jordan
1995,11,"""I Know""",Dionne Farris
1995,12,"""Water Runs Dry""",Boyz II Men
1995,13,"""Freak Like Me""",Adina Howard
1995,14,"""Run-Around""",Blues Traveler
1995,15,"""I Can Love You Like That""",All-4-One
1995,16,"""Have You Ever Really Loved a Woman?""",Bryan Adams
1995,17,"""Always""",Bon Jovi
1995,18,"""Boombastic"" / ""In the Summertime""",Shaggy
1995,19,"""Total Eclipse of the Heart""",Nicki French
1995,20,"""You Gotta Be""",Des'ree
1995,21,"""You Are Not Alone""",Michael Jackson
1995,22,"""Hold My Hand""",Hootie & the Blowfish
1995,23,"""One More Chance""",The Notorious B.I.G.
1995,24,"""Here Comes the Hotstepper""",Ini Kamoze
1995,25,"""Candy Rain""",Soul for Real
1995,26,"""Let Her Cry""",Hootie & the Blowfish
1995,27,"""I Believe""",Blessid Union of Souls
1995,28,"""Red Light Special""",TLC
1995,29,"""Runaway""",Janet Jackson
1995,30,"""Strong Enough""",Sheryl Crow
1995,31,"""Colors of the Wind""",Vanessa Williams
1995,32,"""Someone to Love""",Jon B.
1995,33,"""Only Wanna Be with You""",Hootie & the Blowfish
1995,34,"""If You Love Me""",Brownstone
1995,35,"""In the House of Stone and Light""",Martin Page
1995,36,"""I Got 5 on It""",Luniz
1995,37,"""Baby""",Brandy
1995,38,"""Run Away""",Real McCoy
1995,39,"""As I Lay Me Down""",Sophie B. Hawkins
1995,40,"""He's Mine""",MoKenStef
1995,41,"""December""",Collective Soul
1995,42,"""I'll Be There for You/You're All I Need to Get By""",Method Man featuring Mary J. Blige
1995,43,"""Shy Guy""",Diana King
1995,44,"""I'm the Only One""",Melissa Etheridge
1995,45,"""Every Little Thing I Do""",Soul for Real
1995,46,"""Before I Let You Go""",Blackstreet
1995,47,"""Big Poppa""",The Notorious B.I.G.
1995,48,"""Sukiyaki""",4 P.M.
1995,49,"""I Wanna Be Down""",Brandy
1995,50,"""I'll Make Love to You""",Boyz II Men
1995,51,"""Dear Mama""",2Pac
1995,52,"""Hold On""",Jamie Walters
1995,53,"""Keep Their Heads Ringin'""",Dr. Dre
1995,54,"""The Rhythm of the Night""",Corona
1995,55,"""Roll to Me""",Del Amitri
1995,56,"""Scream""",Michael Jackson and Janet Jackson
1995,57,"""Freek'n You""",Jodeci
1995,58,"""I Wish""",Skee-Lo
1995,59,"""Believe""",Elton John
1995,60,"""Carnival""",Natalie Merchant
1995,61,"""You Don't Know How It Feels""",Tom Petty
1995,62,"""Back for Good""",Take That
1995,63,"""Tootsee Roll""",69 Boyz
1995,64,"""You Want This""",Janet Jackson
1995,65,"""Tell Me""",Groove Theory
1995,66,"""Can't You See""",Total featuring The Notorious B.I.G.
1995,67,"""All I Wanna Do""",Sheryl Crow
1995,68,"""This Lil' Game We Play""",Subway featuring 702
1995,69,"""Come and Get Your Love""",Real McCoy
1995,70,"""This Ain't a Love Song""",Bon Jovi
1995,71,"""Secret""",Madonna
1995,72,"""Player's Anthem""",Junior M.A.F.I.A. featuring The Notorious B.I.G.
1995,73,"""Feel Me Flow""",Naughty by Nature
1995,74,"""Every Day of the Week""",Jade
1995,75,"""The Sweetest Days""",Vanessa Williams
1995,76,"""Short Dick Man""",20 Fingers featuring Gillette
1995,77,"""Brokenhearted""",Brandy featuring Wanya Morris
1995,78,"""No More I Love You's""",Annie Lennox
1995,79,"""You Used to Love Me""",Faith Evans
1995,80,"""Constantly""",Immature
1995,81,"""Hold Me, Thrill Me, Kiss Me, Kill Me""",U2
1995,82,"""100% Pure Love""",Crystal Waters
1995,83,"""Ask of You""",Raphael Saadiq
1995,84,"""Sugar Hill""",AZ
1995,85,"""Good""",Better Than Ezra
1995,86,"""Brown Sugar""",D'Angelo
1995,87,"""Turn the Beat Around""",Gloria Estefan
1995,88,"""'Til You Do Me Right""",After 7
1995,89,"""1st of tha Month""",Bone Thugs-n-Harmony
1995,90,"""Like the Way I Do""",Melissa Etheridge
1995,91,"""I Live My Life for You""",FireHouse
1995,92,"""Dream About You""",Stevie B
1995,93,"""Cotton Eye Joe""",Rednex
1995,94,"""Thank You""",Boyz II Men
1995,95,"""I'll Stand by You""",The Pretenders
1995,96,"""I Miss You""",N II U
1995,97,"""Give It 2 You""",Da Brat
1995,98,"""Best Friend""",Brandy
1995,99,"""Misery""",Soul Asylum
1995,100,"""Can't Stop Lovin' You""",Van Halen
1996,1,"""Macarena (Bayside Boys Mix)""",Los del Río
1996,2,"""One Sweet Day""",Mariah Carey and Boyz II Men
1996,3,"""Because You Loved Me""",Celine Dion
1996,4,"""Nobody Knows""",The Tony Rich Project
1996,5,"""Always Be My Baby""",Mariah Carey
1996,6,"""Give Me One Reason""",Tracy Chapman
1996,7,"""Tha Crossroads""",Bone Thugs-n-Harmony
1996,8,"""I Love You Always Forever""",Donna Lewis
1996,9,"""You're Makin' Me High"" / ""Let It Flow""",Toni Braxton
1996,10,"""Twisted""",Keith Sweat
1996,11,"""C'mon N' Ride It (The Train)""",Quad City DJ's
1996,12,"""Missing""",Everything but the Girl
1996,13,"""Ironic""",Alanis Morissette
1996,14,"""Exhale (Shoop Shoop)""",Whitney Houston
1996,15,"""Follow You Down"" / ""Til I Hear It from You""",Gin Blossoms
1996,16,"""Sittin' Up in My Room""",Brandy
1996,17,"""How Do U Want It"" / ""California Love""",2Pac featuring K-Ci and JoJo
1996,18,"""It's All Coming Back to Me Now""",Celine Dion
1996,19,"""Change the World""",Eric Clapton
1996,20,"""Hey Lover""",LL Cool J
1996,21,"""Loungin""",LL Cool J
1996,22,"""Insensitive""",Jann Arden
1996,23,"""Be My Lover""",La Bouche
1996,24,"""Name""",Goo Goo Dolls
1996,25,"""Who Will Save Your Soul""",Jewel
1996,26,"""Where Do You Go""",No Mercy
1996,27,"""I Can't Sleep Baby (If I)""",R. Kelly
1996,28,"""Counting Blue Cars""",Dishwalla
1996,29,"""You Learn"" / ""You Oughta Know""",Alanis Morissette
1996,30,"""One of Us""",Joan Osborne
1996,31,"""Wonder""",Natalie Merchant
1996,32,"""Not Gon' Cry""",Mary J. Blige
1996,33,"""Gangsta's Paradise""",Coolio featuring L.V.
1996,34,"""Only You""",112 featuring The Notorious B.I.G. and Mase
1996,35,"""Down Low (Nobody Has to Know)""",R. Kelly featuring The Isley Brothers
1996,36,"""You're the One""",SWV
1996,37,"""Sweet Dreams""",La Bouche
1996,38,"""Before You Walk Out of My Life"" / ""Like This and Like That""",Monica
1996,39,"""Breakfast at Tiffany's""",Deep Blue Something
1996,40,"""1, 2, 3, 4 (Sumpin' New)""",Coolio
1996,41,"""The World I Know""",Collective Soul
1996,42,"""No Diggity""",Blackstreet featuring Dr. Dre
1996,43,"""Anything""",3T
1996,44,"""1979""",The Smashing Pumpkins
1996,45,"""Diggin' on You""",TLC
1996,46,"""Why I Love You So Much"" / ""Ain't Nobody""",Monica
1996,47,"""Kissin' You""",Total
1996,48,"""Count On Me""",Whitney Houston featuring CeCe Winans
1996,49,"""Fantasy""",Mariah Carey
1996,50,"""Time""",Hootie & the Blowfish
1996,51,"""You'll See""",Madonna
1996,52,"""Last Night""",Az Yet
1996,53,"""Mouth""",Merril Bainbridge
1996,54,"""The Earth, the Sun, the Rain""",Color Me Badd
1996,55,"""All the Things (Your Man Won't Do)""",Joe
1996,56,"""Wonderwall""",Oasis
1996,57,"""Woo Hah!! Got You All in Check""",Busta Rhymes
1996,58,"""Tell Me""",Groove Theory
1996,59,"""Elevators (Me & You)""",Outkast
1996,60,"""Hook""",Blues Traveler
1996,61,"""Doin' It""",LL Cool J
1996,62,"""Fastlove""",George Michael
1996,63,"""Touch Me, Tease Me""",Case featuring Foxy Brown
1996,64,"""Tonite's tha Night""",Kris Kross
1996,65,"""Children""",Robert Miles
1996,66,"""Theme from Mission: Impossible""",Adam Clayton and Larry Mullen
1996,67,"""Closer to Free""",BoDeans
1996,68,"""Just a Girl""",No Doubt
1996,69,"""If Your Girl Only Knew""",Aaliyah
1996,70,"""Lady""",D'Angelo
1996,71,"""Key West Intermezzo (I Saw You First)""",John Mellencamp
1996,72,"""Pony""",Ginuwine
1996,73,"""Nobody""",Keith Sweat featuring Athena Cage
1996,74,"""Old Man and Me (When I Get To Heaven)""",Hootie & the Blowfish
1996,75,"""If It Makes You Happy""",Sheryl Crow
1996,76,"""As I Lay Me Down""",Sophie B. Hawkins
1996,77,"""Keep On, Keepin' On""",MC Lyte featuring Xscape
1996,78,"""Jealousy""",Natalie Merchant
1996,79,"""I Want to Come Over""",Melissa Etheridge
1996,80,"""Who Do U Love""",Deborah Cox
1996,81,"""Un-Break My Heart""",Toni Braxton
1996,82,"""This Is Your Night""",Amber
1996,83,"""You Remind Me of Something""",R. Kelly
1996,84,"""Runaway""",Janet Jackson
1996,85,"""Set U Free""",Planet Soul
1996,86,"""Hit Me Off""",New Edition
1996,87,"""No One Else""",Total
1996,88,"""My Boo""",Ghost Town DJ's
1996,89,"""Get Money""",Junior M.A.F.I.A. featuring The Notorious B.I.G.
1996,90,"""That Girl""",Maxi Priest featuring Shaggy
1996,91,"""Po Pimp""",Do or Die featuring Twista
1996,92,"""Until It Sleeps""",Metallica
1996,93,"""Hay""",Crucial Conflict
1996,94,"""Beautiful Life""",Ace of Base
1996,95,"""Back for Good""",Take That
1996,96,"""I Got Id""",Pearl Jam
1996,97,"""Soon as I Get Home""",Faith Evans
1996,98,"""Macarena""",Los del Río
1996,99,"""Only Wanna Be with You""",Hootie & the Blowfish
1996,100,"""Don't Cry""",Seal
1997,1,"""Something About the Way You Look Tonight"" / ""Candle in the Wind 1997""",Elton John
1997,2,"""Foolish Games"" / ""You Were Meant for Me""",Jewel
1997,3,"""I'll Be Missing You""",Puff Daddy featuring Faith Evans and 112
1997,4,"""Un-Break My Heart""",Toni Braxton
1997,5,"""Can't Nobody Hold Me Down""",Puff Daddy featuring Mase
1997,6,"""I Believe I Can Fly""",R. Kelly
1997,7,"""Don't Let Go (Love)""",En Vogue
1997,8,"""Return of the Mack""",Mark Morrison
1997,9,"""How Do I Live""",LeAnn Rimes
1997,10,"""Wannabe""",Spice Girls
1997,11,"""Quit Playing Games (With My Heart)""",Backstreet Boys
1997,12,"""MMMBop""",Hanson
1997,13,"""For You I Will""",Monica
1997,14,"""You Make Me Wanna...""",Usher
1997,15,"""Bitch""",Meredith Brooks
1997,16,"""Nobody""",Keith Sweat featuring Athena Cage
1997,17,"""Semi-Charmed Life""",Third Eye Blind
1997,18,"""Barely Breathing""",Duncan Sheik
1997,19,"""Hard to Say I'm Sorry""",Az Yet featuring Peter Cetera
1997,20,"""Mo Money Mo Problems""",The Notorious B.I.G. featuring Puff Daddy and Mase
1997,21,"""The Freshmen""",The Verve Pipe
1997,22,"""I Want You""",Savage Garden
1997,23,"""No Diggity""",Blackstreet featuring Dr. Dre
1997,24,"""I Belong to You (Every Time I See Your Face)""",Rome
1997,25,"""Hypnotize""",The Notorious B.I.G.
1997,26,"""Every Time I Close My Eyes""",Babyface
1997,27,"""In My Bed""",Dru Hill
1997,28,"""Say You'll Be There""",Spice Girls
1997,29,"""Do You Know (What It Takes)""",Robyn
1997,30,"""4 Seasons of Loneliness""",Boyz II Men
1997,31,"""G.H.E.T.T.O.U.T.""",Changing Faces
1997,32,"""Honey""",Mariah Carey
1997,33,"""I Believe in You and Me""",Whitney Houston
1997,34,"""Da' Dip""",Freak Nasty
1997,35,"""2 Become 1""",Spice Girls
1997,36,"""All for You""",Sister Hazel
1997,37,"""Cupid""",112
1997,38,"""Where Have All the Cowboys Gone?""",Paula Cole
1997,39,"""Sunny Came Home""",Shawn Colvin
1997,40,"""It's Your Love""",Tim McGraw and Faith Hill
1997,41,"""Ooh Aah... Just a Little Bit""",Gina G
1997,42,"""Mouth""",Merril Bainbridge
1997,43,"""All Cried Out""",Allure featuring 112
1997,44,"""I'm Still in Love with You""",New Edition
1997,45,"""Invisible Man""",98 Degrees
1997,46,"""Not Tonight""","Lil' Kim featuring Da Brat, Left Eye, Missy Elliott and Angie Martinez"
1997,47,"""Look into My Eyes""",Bone Thugs-n-Harmony
1997,48,"""Get It Together""",702
1997,49,"""All by Myself""",Celine Dion
1997,50,"""It's All Coming Back to Me Now""",Celine Dion
1997,51,"""My Love Is the Shhh!""",Somethin' for the People featuring Trina & Tamara
1997,52,"""Where Do You Go""",No Mercy
1997,53,"""I Finally Found Someone""",Barbra Streisand and Bryan Adams
1997,54,"""I'll Be""",Foxy Brown featuring Jay-Z
1997,55,"""If It Makes You Happy""",Sheryl Crow
1997,56,"""Never Make a Promise""",Dru Hill
1997,57,"""When You Love a Woman""",Journey
1997,58,"""Up Jumps da Boogie""",Timbaland & Magoo featuring Missy Elliott and Aaliyah
1997,59,"""I Don't Want To"" / ""I Love Me Some Him""",Toni Braxton
1997,60,"""Everyday Is a Winding Road""",Sheryl Crow
1997,61,"""Cold Rock a Party""",MC Lyte
1997,62,"""Pony""",Ginuwine
1997,63,"""Building a Mystery""",Sarah McLachlan
1997,64,"""I Love You Always Forever""",Donna Lewis
1997,65,"""Your Woman""",White Town
1997,66,"""C U When U Get There""",Coolio featuring 40 Thevz
1997,67,"""Change the World""",Eric Clapton
1997,68,"""My Baby Daddy""",B-Rock and the Bizz
1997,69,"""Tubthumping""",Chumbawamba
1997,70,"""Gotham City""",R. Kelly
1997,71,"""Last Night""",Az Yet
1997,72,"""ESPN Presents The Jock Jam""",Various Artists
1997,73,"""Big Daddy""",Heavy D
1997,74,"""What About Us""",Total
1997,75,"""Smile""",Scarface featuring 2Pac and Johnny P.
1997,76,"""What's on Tonight""",Montell Jordan
1997,77,"""Secret Garden""",Bruce Springsteen
1997,78,"""The One I Gave My Heart To""",Aaliyah
1997,79,"""Fly Like an Eagle""",Seal
1997,80,"""No Time""",Lil' Kim featuring Puff Daddy
1997,81,"""Naked Eye""",Luscious Jackson
1997,82,"""Macarena (Bayside Boys Mix)""",Los del Río
1997,83,"""On & On""",Erykah Badu
1997,84,"""Don't Wanna Be a Player""",Joe
1997,85,"""I Shot the Sheriff""",Warren G
1997,86,"""You Should Be Mine (Don't Waste Your Time)""",Brian McKnight featuring Mase
1997,87,"""Don't Cry for Me Argentina""",Madonna
1997,88,"""Someone""",SWV and Puff Daddy
1997,89,"""Go the Distance""",Michael Bolton
1997,90,"""One More Time""",Real McCoy
1997,91,"""Butta Love""",Next
1997,92,"""Coco Jamboo""",Mr. President
1997,93,"""Twisted""",Keith Sweat
1997,94,"""Barbie Girl""",Aqua
1997,95,"""When You're Gone"" / ""Free to Decide""",The Cranberries
1997,96,"""Let Me Clear My Throat""",DJ Kool
1997,97,"""I Like It""",The Blackout All-Stars
1997,98,"""You're Makin' Me High"" / ""Let It Flow""",Toni Braxton
1997,99,"""You Must Love Me""",Madonna
